PM2_5,PM10,SO2,NO2,CO,O3,lat,lng,U,V
1.45,1.55,0.21,0.89,0.11,84.32,33.31,79.6,8.05,0.79
1.43,1.53,0.21,0.86,0.11,84.08,33.35,79.76,3.82,-1.37
1.41,1.5,0.21,0.67,0.12,85.88,33.38,79.92,1.81,1.06
1.37,1.47,0.21,0.54,0.12,88.02,33.41,80.08,1.59,1.14
1.33,1.42,0.21,0.51,0.12,88.39,33.44,80.24,0.05,0.16
1.29,1.38,0.2,0.46,0.12,88.6,33.47,80.39,-1.25,1.42
1.24,1.33,0.2,0.38,0.12,89.11,33.5,80.55,-1.04,0.98
1.18,1.26,0.19,0.34,0.11,89.29,33.53,80.71,1.02,1.05
1.14,1.22,0.18,0.33,0.11,89.33,33.57,80.87,3.85,0.62
1.11,1.19,0.18,0.32,0.11,89.08,33.6,81.03,6.77,-1.9
1.09,1.17,0.17,0.31,0.11,88.06,33.63,81.19,7.55,-3.18
1.06,1.14,0.17,0.29,0.12,89.55,33.66,81.35,4.07,-0.95
0.99,1.06,0.16,0.26,0.11,89.98,33.69,81.51,2.32,0.85
0.95,1.02,0.15,0.25,0.11,89.81,33.72,81.67,5.69,0.98
0.91,0.97,0.14,0.24,0.11,89.55,33.75,81.83,8.19,0.6
0.88,0.95,0.14,0.23,0.12,89.55,33.77,81.99,5.79,-0.68
0.85,0.91,0.13,0.22,0.12,89.8,33.8,82.15,3.11,0.55
0.81,0.87,0.13,0.2,0.12,89.6,33.83,82.31,7.06,0.37
0.76,0.81,0.12,0.2,0.12,89.7,33.86,82.47,11.44,0
0.73,0.78,0.11,0.19,0.12,89.59,33.89,82.63,10.5,-1.15
0.71,0.76,0.11,0.18,0.12,89.25,33.92,82.79,8.82,-1.62
0.7,0.75,0.11,0.18,0.12,88.63,33.95,82.95,6.98,-0.92
0.7,0.75,0.11,0.17,0.12,85.96,33.97,83.11,5.75,-0.68
0.7,0.75,0.11,0.17,0.12,84.65,34,83.27,5.99,-0.89
0.7,0.75,0.1,0.16,0.12,85.31,34.03,83.43,6.45,-1.64
0.69,0.74,0.1,0.16,0.12,85.23,34.06,83.59,6.91,-1.89
0.68,0.73,0.1,0.16,0.12,85.12,34.08,83.75,6.5,-0.07
0.68,0.73,0.1,0.16,0.12,84.67,34.11,83.91,6.19,2.06
0.67,0.72,0.1,0.15,0.12,84.44,34.14,84.07,7.32,2.05
0.67,0.72,0.1,0.15,0.12,84.41,34.16,84.24,9.19,-0.28
0.66,0.71,0.09,0.15,0.12,84.32,34.19,84.4,10.67,-2.77
0.66,0.71,0.09,0.15,0.12,83.4,34.22,84.56,9.98,-3.21
0.67,0.72,0.09,0.15,0.12,81.68,34.24,84.72,7.01,-1.77
0.69,0.74,0.1,0.15,0.12,80.34,34.27,84.88,4.35,0.67
0.73,0.78,0.11,0.14,0.12,82.62,34.29,85.04,4.03,0.36
0.75,0.81,0.12,0.14,0.12,86.54,34.32,85.2,3.32,-0.61
0.73,0.78,0.12,0.13,0.11,86.38,34.34,85.37,1.75,-0.91
0.7,0.76,0.12,0.13,0.11,86.81,34.37,85.53,2.08,-0.69
0.68,0.73,0.11,0.12,0.11,86.2,34.39,85.69,4.15,-1.03
0.65,0.7,0.11,0.12,0.11,85.1,34.42,85.85,8.37,-0.79
0.6,0.64,0.1,0.11,0.11,86.35,34.44,86.02,11.99,-1.93
0.58,0.62,0.09,0.12,0.11,86.93,34.47,86.18,11.48,-2.81
0.58,0.62,0.09,0.12,0.11,86.61,34.49,86.34,8.85,-1.81
0.58,0.62,0.09,0.12,0.11,85.96,34.51,86.5,6.92,-0.8
0.59,0.63,0.09,0.12,0.11,85.36,34.54,86.67,6.05,-0.8
0.6,0.64,0.09,0.12,0.11,84.83,34.56,86.83,5.65,-1.1
0.62,0.66,0.09,0.12,0.11,84.35,34.58,86.99,5.13,-0.94
0.64,0.68,0.09,0.12,0.11,83.75,34.61,87.15,4.22,-0.12
0.67,0.71,0.09,0.12,0.11,83.25,34.63,87.32,3.73,0.84
0.69,0.73,0.1,0.12,0.12,83.05,34.65,87.48,4.88,1.47
0.69,0.74,0.1,0.12,0.12,83.13,34.67,87.64,7.45,1.15
0.69,0.74,0.1,0.12,0.12,83.54,34.7,87.81,9.63,-0.23
0.7,0.74,0.09,0.12,0.12,83.32,34.72,87.97,9.96,-1.45
0.71,0.76,0.09,0.12,0.12,82.45,34.74,88.13,8.84,-1.54
0.75,0.79,0.1,0.12,0.12,81.77,34.76,88.3,7.35,-1.41
0.79,0.84,0.11,0.12,0.12,81.9,34.78,88.46,6.3,-1.99
0.81,0.87,0.11,0.11,0.12,82.14,34.8,88.62,6.33,-2.55
0.83,0.88,0.11,0.11,0.12,81.97,34.82,88.79,7.13,-2.34
0.85,0.91,0.12,0.11,0.12,81.02,34.84,88.95,7.56,-1.39
0.92,0.97,0.12,0.11,0.12,79.89,34.86,89.11,6.81,0.4
0.92,0.98,0.12,0.11,0.12,78.72,34.88,89.28,5.6,2.04
0.89,0.95,0.12,0.11,0.12,78.99,34.9,89.44,6.62,2.18
0.87,0.92,0.12,0.11,0.11,79.1,34.92,89.61,10.06,1.63
0.8,0.85,0.11,0.1,0.11,82.04,34.94,89.77,11.57,0.87
0.81,0.86,0.11,0.1,0.11,81.38,34.96,89.93,10.43,-0.21
0.82,0.87,0.11,0.1,0.11,80.59,34.98,90.1,8.92,-1
0.84,0.89,0.11,0.1,0.11,79.12,35,90.26,7.37,-1.21
0.88,0.94,0.11,0.1,0.12,78.26,35.02,90.43,5.98,-0.93
0.92,0.98,0.12,0.1,0.12,77.89,35.04,90.59,4.92,-0.51
0.94,1,0.12,0.1,0.12,77.71,35.06,90.76,4.67,-0.29
0.93,0.98,0.12,0.1,0.11,77.42,35.07,90.92,6.33,0.46
0.9,0.96,0.12,0.1,0.11,77.33,35.09,91.09,9.55,1.09
0.86,0.91,0.11,0.1,0.11,79.25,35.11,91.25,11.01,0.15
0.87,0.92,0.11,0.1,0.11,78.85,35.13,91.42,10.04,-1.86
0.88,0.93,0.11,0.1,0.11,79.15,35.14,91.58,9.1,-3.15
0.87,0.92,0.11,0.09,0.12,79.77,35.16,91.75,8.75,-2.66
0.86,0.91,0.11,0.09,0.12,80.55,35.18,91.91,9.15,-0.95
0.78,0.81,0.11,0.09,0.12,85.63,35.19,92.08,10.93,-1
0.72,0.76,0.11,0.09,0.12,88.59,35.21,92.24,12.11,-2.08
0.76,0.8,0.11,0.09,0.12,87.35,35.23,92.41,11.11,-2.3
0.76,0.8,0.1,0.09,0.12,87.82,35.24,92.57,9.59,-2.48
0.76,0.8,0.1,0.09,0.12,87.91,35.26,92.74,9.15,-2.81
0.77,0.81,0.1,0.09,0.12,87.28,35.27,92.9,9.72,-2.99
0.78,0.82,0.1,0.11,0.12,86.82,35.29,93.07,9.77,-2.59
0.79,0.83,0.1,0.12,0.12,85.81,35.3,93.23,8.86,-2.4
0.81,0.85,0.1,0.13,0.12,85.1,35.32,93.4,8.03,-2.35
0.83,0.87,0.1,0.14,0.12,82.81,35.33,93.56,7.76,-2.27
0.84,0.89,0.1,0.16,0.12,82.81,35.35,93.73,7.69,-2.38
0.86,0.9,0.1,0.19,0.12,82.13,35.36,93.9,7.2,-2.66
0.87,0.92,0.11,0.18,0.12,80.45,35.38,94.06,6.92,-2.98
0.87,0.92,0.1,0.17,0.12,81.09,35.39,94.23,7.91,-2.96
0.83,0.88,0.1,0.14,0.12,83.23,35.4,94.39,9.12,-2.21
0.83,0.88,0.1,0.14,0.12,83.06,35.42,94.56,9.25,-1.62
0.83,0.88,0.1,0.14,0.12,83.09,35.43,94.73,9.05,-1.58
0.83,0.88,0.1,0.13,0.12,83.11,35.44,94.89,9.01,-1.81
0.82,0.87,0.09,0.13,0.12,83.12,35.46,95.06,8.81,-1.58
0.81,0.85,0.09,0.12,0.12,83.23,35.47,95.22,9.13,-1.36
0.8,0.85,0.09,0.12,0.12,83.12,35.48,95.39,9.41,-1.17
0.79,0.83,0.09,0.12,0.12,83.75,35.49,95.56,9.16,-1.18
0.79,0.84,0.09,0.12,0.12,83,35.51,95.72,9.15,-1.42
0.8,0.84,0.09,0.12,0.12,81.92,35.52,95.89,7.88,-1.29
0.81,0.85,0.09,0.12,0.12,81.51,35.53,96.06,6.15,-1.36
0.82,0.86,0.09,0.12,0.12,80.83,35.54,96.22,6.83,-1.27
0.82,0.87,0.09,0.12,0.12,80.49,35.55,96.39,7.83,-0.31
0.83,0.87,0.09,0.12,0.12,80.16,35.56,96.55,8.4,-0.03
0.81,0.86,0.09,0.11,0.12,80.55,35.57,96.72,9.96,-0.55
0.79,0.83,0.09,0.11,0.12,81.97,35.58,96.89,10.01,-0.95
0.78,0.83,0.08,0.11,0.12,80.67,35.59,97.05,7.95,-1.61
0.78,0.83,0.08,0.11,0.13,80.01,35.6,97.22,6.93,-1.82
0.78,0.83,0.08,0.11,0.13,79.62,35.61,97.39,7.89,-1.23
0.74,0.78,0.08,0.1,0.12,80.92,35.62,97.55,9.4,-1.46
0.71,0.75,0.08,0.1,0.12,81.88,35.63,97.72,10.1,-2.15
0.7,0.74,0.08,0.1,0.12,81.29,35.64,97.89,8.54,-1.73
0.71,0.75,0.08,0.13,0.12,80.06,35.65,98.05,6.25,0.24
0.72,0.76,0.08,0.14,0.12,80.07,35.66,98.22,5.52,0.98
0.71,0.75,0.08,0.15,0.12,80.05,35.67,98.39,5.19,0.85
0.7,0.74,0.08,0.14,0.12,80.19,35.68,98.56,5.56,0.57
0.67,0.71,0.08,0.13,0.12,80.87,35.69,98.72,7.47,-0.13
0.65,0.69,0.08,0.12,0.12,81.22,35.69,98.89,8.16,-0.91
0.64,0.67,0.07,0.12,0.12,80.88,35.7,99.06,7.22,-0.42
0.63,0.67,0.08,0.12,0.12,80.93,35.71,99.22,9.3,-0.02
0.59,0.62,0.07,0.11,0.12,81.15,35.72,99.39,14.21,-1.01
0.56,0.59,0.08,0.11,0.12,83.65,35.72,99.56,15.15,-1.58
0.57,0.6,0.08,0.13,0.12,82.85,35.73,99.73,11.76,-1.58
0.64,0.7,0.11,0.19,0.12,81.39,35.74,99.89,9.33,-1.73
0.82,0.91,0.18,0.35,0.13,79.52,35.74,100.06,7.99,-1.29
0.89,0.99,0.2,0.47,0.13,79.75,35.75,100.23,6.39,-0.13
0.88,0.99,0.19,0.47,0.13,79.91,35.75,100.39,5.12,0.57
0.97,1.09,0.22,0.52,0.13,79.48,35.76,100.56,4.28,0.64
1.03,1.17,0.25,0.55,0.13,79.27,35.77,100.73,4.03,0.45
1.04,1.18,0.26,0.55,0.13,78.9,35.77,100.9,4.48,0.6
0.98,1.1,0.23,0.5,0.13,77.85,35.78,101.06,6.18,0.8
0.98,1.1,0.22,0.47,0.13,77.38,35.78,101.23,7.29,1.17
1.06,1.2,0.23,0.49,0.13,75.96,35.79,101.4,6.19,1.11
1.09,1.24,0.24,0.47,0.13,75.8,35.79,101.57,6.31,-0.1
0.99,1.12,0.24,0.43,0.13,74.58,35.79,101.73,9.58,-1.69
4.14,4.84,2.68,2.71,0.16,72.8,35.8,101.9,10.61,-1.81
6.79,7.94,4.68,4.75,0.18,70.79,35.8,102.07,6.9,-1.45
8.31,9.76,5.72,5.96,0.2,68.53,35.81,102.24,5.01,-1.24
11.7,13.81,8.4,8.56,0.23,64.38,35.81,102.4,6.41,-1.35
18.81,26.01,11.85,12.39,0.44,61.19,35.81,102.57,7.35,-1
30.07,44.37,16.31,18,0.79,58.07,35.82,102.74,7.35,-0.67
53.54,81.24,24.8,28.82,1.45,49.64,35.82,102.91,5.33,-2.09
82.69,120,32.63,38.43,1.98,38.07,35.82,103.07,1.69,-1.89
77.62,112.99,26.94,37.8,1.99,45.09,35.82,103.24,-0.94,1.27
72.95,105.4,20.79,33.91,2,49.41,35.83,103.41,-1.63,2.2
75.22,106.89,17.22,30.02,2.03,52.12,35.83,103.58,-2.15,1.96
81.82,114.05,15.37,26.81,2.23,53.46,35.83,103.74,-1.99,2.4
86.86,119.27,13.37,22.68,2.36,53.35,35.83,103.91,-0.05,2.23
89.15,119.48,12.47,18.91,2.46,52.22,35.83,104.08,0.51,1.84
79.68,103.17,13.59,17.29,2.32,51.83,35.83,104.25,-0.74,0.75
67.86,86.03,12.53,15.54,2.05,52.8,35.83,104.41,-1.66,-0.82
64.44,80.12,12.54,15.6,2.05,52.4,35.83,104.58,-1.63,-1.44
55.95,68.74,11.33,15.09,1.93,53.17,35.84,104.75,-1.04,-1.46
47.42,57.35,9.89,13.53,1.74,54.21,35.84,104.92,-0.7,-1.56
38.7,44.96,8.07,10.33,1.44,54.63,35.84,105.08,-0.51,-0.79
33.17,37.46,7.14,8.68,1.27,56.38,35.84,105.25,-0.11,-0.33
30.23,32.79,8.07,8.45,1.14,55.88,35.83,105.42,0.34,-0.54
29.27,31.17,10.15,8.93,1.14,55.61,35.83,105.59,0.72,-0.64
24.73,25.3,11.75,7.98,0.92,56.24,35.83,105.75,0.38,-0.43
13.11,15.11,8.67,7.32,0.8,56.82,35.83,105.92,0.08,-0.5
11.46,13.2,8.04,6.61,0.59,56.73,35.83,106.09,1.57,-0.33
11.01,12.69,7.87,6.4,0.24,56.73,35.83,106.26,3.3,-0.67
11.74,13.56,8.12,7.39,0.24,55.1,35.83,106.42,2.98,-2.68
12.22,14.19,8.32,8.37,0.24,53.68,35.83,106.59,2.41,-3.19
11.01,12.75,7.22,8.45,0.23,52.85,35.82,106.76,2.33,-2.81
10.71,12.44,6.17,7.16,0.23,52.53,35.82,106.93,1.96,-2.69
10.26,12.5,5.06,4.9,0.25,54,35.82,107.09,1.65,-2.39
10.05,12.36,4.64,4.32,0.25,54.4,35.82,107.26,0.95,-2.24
10.48,13.24,4.57,4.27,0.26,54.43,35.81,107.43,0.43,-2.39
12.27,15.66,5.46,5.07,0.3,53.6,35.81,107.6,1.05,-2.51
11.62,14.81,5.7,5.39,0.3,53.09,35.81,107.76,1.95,-2.59
10.93,13.84,5.45,5.24,0.29,53.47,35.8,107.93,1.89,-2.28
8.58,10.64,3.91,3.79,0.25,54.32,35.8,108.1,1.21,-1.47
7.55,9.28,3.51,3.29,0.24,54.59,35.79,108.27,0.95,-0.8
6.77,8.28,3.49,2.97,0.22,56.98,35.79,108.43,1.07,-0.41
6.26,7.65,3.75,2.85,0.21,57.68,35.79,108.6,1.38,-0.61
6.53,8.1,4.09,3.09,0.22,55.51,35.78,108.77,1.77,-0.83
7.04,8.9,4.9,3.56,0.23,53.68,35.78,108.94,1.6,-0.85
8.5,11.01,7.16,4.94,0.25,50.82,35.77,109.1,0.85,-0.69
10.09,13.13,9.74,5.99,0.28,48.39,35.77,109.27,0.4,-0.26
10.71,13.85,10.62,6.33,0.29,47.36,35.76,109.44,-0.3,-0.48
9.98,12.72,8.6,5.2,0.27,48.51,35.75,109.61,-1.54,0.13
8.47,10.48,7.57,4.61,0.24,49.61,35.75,109.77,-1.65,0.98
7.72,9.29,7.08,4.17,0.22,52.07,35.74,109.94,-0.44,0.84
7.87,9.43,7.07,4.2,0.22,52.22,35.74,110.11,0.3,0.33
8.99,10.89,8.45,4.92,0.23,50.41,35.73,110.27,-0.3,0.79
11.25,13.8,12.14,6.93,0.26,47.64,35.72,110.44,-0.95,1.35
20.61,26.35,30.09,15.31,0.37,40.86,35.72,110.61,-1.64,0.97
23.41,29.12,25.42,12.17,0.38,43.31,35.71,110.78,-1.8,-0.02
24.6,29.81,26.36,12.02,0.38,42.65,35.7,110.94,-0.64,-0.81
30.94,37.32,31.4,13.88,0.44,39.6,35.69,111.11,0.68,-0.46
47.02,59.13,54.1,22.43,0.57,32.68,35.69,111.28,1.09,0.19
59.92,71.99,67.52,25.21,0.65,31.58,35.68,111.44,0.89,0.7
61.42,73.6,66.92,24.65,0.66,33.49,35.67,111.61,0.98,1.27
51.36,90.88,50.13,19.93,1.21,37.95,35.66,111.78,0.72,3.35
46.72,83.21,44.4,18.23,1.12,37.55,35.65,111.95,0.52,3.27
40.07,71.12,39.14,16.76,0.99,40.25,35.64,112.11,0.14,1.28
40.22,72.57,35.75,15.8,1.01,41.64,35.63,112.28,-0.59,0.94
40.74,75.17,34.61,15.68,1.06,42.24,35.62,112.45,-0.82,1.43
45.48,86.72,39.52,18.21,1.24,39.96,35.61,112.61,-0.75,1.71
57.5,120.92,61.74,25.16,1.64,34.61,35.6,112.78,-1,1.96
62.72,141.12,67.97,27.52,1.72,34.04,35.59,112.95,-1.97,2.3
55.91,125.68,53.74,23.11,1.44,38.24,35.58,113.11,-2.28,1.82
41.41,90.27,42.28,18.23,1.06,43.66,35.57,113.28,-0.4,0.16
41.81,93.25,41.92,18.84,1.07,42.23,35.56,113.45,1.05,-0.88
45.31,107.19,40.42,20.3,1.19,40.12,35.55,113.61,0.74,0.34
49.29,125.72,43.63,24.32,1.43,36.37,35.54,113.78,0.23,-0.98
55.66,148.81,52.04,30.15,1.81,31.58,35.53,113.94,-0.14,-2.11
65.18,179.7,61.67,35.99,2.34,26.61,35.52,114.11,-0.59,-2.96
76.26,214.15,67.8,39.01,2.83,24.82,35.51,114.28,-0.9,-3.21
81.85,228.74,66.98,38.25,2.99,25.21,35.49,114.44,-0.68,-2.97
85.44,234.09,62.42,36.6,2.97,24.92,35.48,114.61,-0.43,-2.71
88.14,235.86,58.52,35.73,2.88,24.43,35.47,114.78,-0.4,-2.3
89.22,239.57,57.35,36.41,2.82,22.89,35.46,114.94,-0.63,-1.7
91.1,245.48,58.98,38.01,2.84,20.62,35.44,115.11,-0.78,-1.27
93.18,250.94,57.83,39.05,2.86,19.09,35.43,115.27,-0.87,-1.07
86.22,230.64,56.68,40.27,2.64,18.01,35.42,115.44,-0.97,-1
78.31,202.73,53.51,41.65,2.34,17.46,35.4,115.61,-1.1,-0.95
72.23,184.23,53.42,43.7,2.18,16.9,35.39,115.77,-1.32,-0.73
73.18,180.89,52.95,45.14,2.1,16.82,35.38,115.94,-1.6,-0.4
72.54,178.29,54.03,46.17,2.01,16.95,35.36,116.1,-1.86,-0.13
74.98,181.96,61.45,48.38,2,16.17,35.35,116.27,-2.03,0.24
78.6,187.67,72.08,50.32,2.02,15.55,35.33,116.44,-2.18,0.77
85,201.68,98.22,53.47,2.21,13.84,35.32,116.6,-2.45,1.47
90.28,215.79,109.01,56.18,2.38,12.21,35.3,116.77,-2.85,2.15
91.75,217.59,107.07,56.81,2.38,12.24,35.29,116.93,-3.57,2.98
90.12,209.55,91.95,55.18,2.28,14.59,35.27,117.1,-4.16,3.18
86.82,196.4,76.08,52.76,2.08,17.25,35.26,117.26,-4.29,2.71
85.39,188.6,71.1,51.62,2.01,18.01,35.24,117.43,-4.24,2.58
85.65,183.72,67.68,51.27,1.96,18.03,35.23,117.59,-3.84,2.52
87.06,182.11,67.09,51.85,1.97,17.31,35.21,117.76,-3.16,2.01
89.25,182.57,65.69,52.63,1.96,16.65,35.19,117.92,-2.66,1.39
91.96,185.24,64.05,53.06,1.99,16.08,35.18,118.09,-2.58,1.32
98.59,195.58,84.5,55.71,2.15,13.69,35.16,118.25,-2.78,2.07
105.84,204.92,101.96,58.1,2.25,12.23,35.14,118.42,-3.05,2.77
106.54,199.11,89.5,57.67,2.18,13.72,35.13,118.58,-3.33,3.2
108.04,196.5,87.86,57.58,2.16,14.3,35.11,118.75,-3.24,3.1
106.62,190.74,88.36,57.4,2.09,15.02,35.09,118.91,-2.78,2.44
107.63,190.67,83.74,56.99,2.04,14.73,35.07,119.08,-2.65,2.39
1.79,1.9,0.27,1.78,0.12,81.14,33.35,79.09,5.03,6.21
1.66,1.77,0.26,1.36,0.11,81.37,33.38,79.25,7.54,6.22
1.57,1.68,0.24,1.16,0.11,82.7,33.41,79.4,7.83,4.2
1.57,1.67,0.24,0.84,0.12,85.28,33.45,79.56,5.15,1.02
1.5,1.6,0.24,0.65,0.12,87.83,33.48,79.72,0.78,-1.57
1.39,1.48,0.2,0.61,0.12,88.3,33.51,79.88,-2.68,-0.85
1.34,1.43,0.21,0.59,0.12,87.65,33.54,80.04,-3.96,-0.28
1.32,1.41,0.2,0.6,0.12,87.42,33.57,80.2,-3.61,-0.62
1.29,1.37,0.2,0.57,0.12,87.6,33.61,80.36,-2.77,-0.31
1.25,1.34,0.19,0.47,0.12,87.81,33.64,80.52,-1.43,0.68
1.2,1.28,0.19,0.37,0.11,88.19,33.67,80.67,0.52,1.47
1.16,1.24,0.18,0.34,0.11,88.38,33.7,80.83,2.2,2.18
1.12,1.2,0.18,0.32,0.11,88.44,33.73,80.99,4.69,1.64
1.1,1.18,0.18,0.31,0.11,86.99,33.76,81.15,8.28,-0.86
1.07,1.15,0.17,0.3,0.11,87.39,33.79,81.31,8.49,-1.14
1.03,1.1,0.16,0.28,0.11,88.2,33.82,81.47,6.14,2.09
0.99,1.06,0.16,0.26,0.11,88.51,33.85,81.63,6.51,3.11
0.96,1.03,0.15,0.25,0.11,89.01,33.88,81.79,6.14,1.39
0.92,0.99,0.15,0.23,0.12,92.81,33.91,81.95,1.95,-0.72
0.88,0.94,0.14,0.22,0.12,90.01,33.94,82.11,1.9,0.94
0.83,0.9,0.13,0.21,0.12,89.35,33.97,82.27,8.57,2.54
0.79,0.85,0.12,0.2,0.12,89.6,33.99,82.43,11.99,1.18
0.77,0.82,0.12,0.2,0.12,87.92,34.02,82.59,9.17,-0.47
0.75,0.8,0.11,0.19,0.12,89.37,34.05,82.75,6.61,-1.25
0.73,0.78,0.11,0.18,0.12,89.76,34.08,82.91,5.69,-1.8
0.72,0.78,0.11,0.18,0.12,89.71,34.11,83.08,5.81,-1.53
0.72,0.77,0.11,0.17,0.12,89.55,34.14,83.24,6.51,-1.16
0.71,0.76,0.11,0.17,0.12,88.99,34.16,83.4,7.82,-1.12
0.68,0.73,0.1,0.16,0.12,88.46,34.19,83.56,10.16,-0.82
0.67,0.72,0.1,0.16,0.12,87.89,34.22,83.72,9.71,0.27
0.67,0.72,0.1,0.16,0.12,85.16,34.24,83.88,6.52,1.83
0.67,0.72,0.1,0.16,0.12,84.93,34.27,84.04,5.36,3.31
0.67,0.72,0.1,0.15,0.12,84.5,34.3,84.2,6.5,3.73
0.67,0.72,0.09,0.15,0.12,84.31,34.32,84.37,8.45,1.79
0.67,0.71,0.09,0.15,0.12,84.06,34.35,84.53,10.04,-0.93
0.66,0.71,0.09,0.15,0.12,83.28,34.38,84.69,9.6,-1.6
0.68,0.73,0.09,0.15,0.12,82.03,34.4,84.85,6.82,-0.56
0.71,0.76,0.1,0.15,0.12,82.65,34.43,85.01,3.99,-1.22
0.74,0.79,0.11,0.14,0.12,84.24,34.45,85.17,3.82,-1.53
0.73,0.79,0.12,0.14,0.11,84.99,34.48,85.34,4.67,-0.03
0.71,0.77,0.12,0.13,0.11,85.39,34.5,85.5,4.98,1.78
0.69,0.74,0.11,0.12,0.11,85.19,34.53,85.66,6.9,2.67
0.64,0.69,0.1,0.12,0.11,86.02,34.55,85.82,10.18,2.89
0.61,0.65,0.1,0.12,0.11,86.8,34.58,85.99,11.93,1.51
0.59,0.64,0.09,0.12,0.11,87.06,34.6,86.15,11.59,-0.55
0.59,0.63,0.09,0.12,0.11,86.94,34.62,86.31,10.27,-1.73
0.59,0.63,0.09,0.12,0.11,86.37,34.65,86.47,8.6,-1.85
0.6,0.64,0.09,0.12,0.11,85.58,34.67,86.64,7.2,-1.91
0.61,0.65,0.09,0.12,0.11,84.96,34.69,86.8,6.65,-2.12
0.63,0.67,0.09,0.12,0.11,84.43,34.72,86.96,6.61,-1.68
0.64,0.69,0.09,0.12,0.11,83.83,34.74,87.13,5.9,-0.46
0.67,0.71,0.09,0.12,0.12,83.19,34.76,87.29,4.9,0.92
0.69,0.73,0.09,0.12,0.12,82.83,34.79,87.45,5.41,1.96
0.7,0.74,0.09,0.12,0.12,82.76,34.81,87.62,7.24,2.07
0.7,0.75,0.09,0.12,0.12,82.87,34.83,87.78,8.8,0.81
0.71,0.75,0.09,0.12,0.12,82.73,34.85,87.94,9.67,-0.88
0.72,0.77,0.09,0.12,0.12,82.04,34.87,88.11,9.49,-1.47
0.75,0.8,0.1,0.12,0.12,81.58,34.89,88.27,7.72,-1.53
0.79,0.84,0.11,0.12,0.12,82.68,34.92,88.43,6.11,-2.12
0.81,0.86,0.11,0.11,0.12,83.12,34.94,88.6,6.54,-2.51
0.81,0.86,0.11,0.11,0.12,82.86,34.96,88.76,8.38,-2
0.81,0.87,0.11,0.11,0.12,82.58,34.98,88.93,9.6,-0.98
0.84,0.9,0.11,0.11,0.12,81.83,35,89.09,8.07,0.39
0.9,0.95,0.12,0.11,0.12,79.95,35.02,89.25,5.78,2.87
0.89,0.95,0.12,0.11,0.12,79.69,35.04,89.42,6.59,4.18
0.85,0.91,0.12,0.11,0.11,80.12,35.06,89.58,9.92,3.55
0.83,0.88,0.11,0.1,0.11,81.57,35.08,89.75,11.6,1.29
0.83,0.88,0.11,0.11,0.11,81.19,35.1,89.91,10.45,-0.55
0.84,0.89,0.11,0.1,0.12,80.61,35.12,90.08,8.65,-1.31
0.88,0.94,0.11,0.1,0.12,78.98,35.14,90.24,6.92,-1.57
0.96,1.02,0.12,0.1,0.12,78.59,35.15,90.41,5.27,-1.47
1.01,1.07,0.13,0.1,0.12,79.64,35.17,90.57,3.77,-1.1
1,1.06,0.13,0.1,0.12,80.34,35.19,90.73,4,-1.23
0.98,1.05,0.13,0.1,0.12,79.41,35.21,90.9,6.75,-0.98
0.96,1.02,0.12,0.1,0.12,78.72,35.23,91.06,9.95,-0.15
0.94,1,0.12,0.1,0.12,79.23,35.24,91.23,10.59,-0.28
0.94,0.99,0.11,0.1,0.12,79.14,35.26,91.39,9.51,-1.35
0.92,0.98,0.11,0.1,0.12,79.42,35.28,91.56,9.51,-2.17
0.89,0.94,0.11,0.09,0.12,80.79,35.3,91.72,11.06,-1.82
0.8,0.83,0.11,0.09,0.12,85.33,35.31,91.89,11.93,-1.71
0.83,0.87,0.11,0.09,0.12,84.18,35.33,92.06,10.9,-1.98
0.82,0.86,0.11,0.09,0.12,84.61,35.35,92.22,9.93,-2.57
0.8,0.84,0.1,0.09,0.12,86.24,35.36,92.39,9.36,-2.47
0.81,0.85,0.1,0.09,0.12,85.81,35.38,92.55,9.13,-2.53
0.81,0.85,0.1,0.09,0.12,85.88,35.39,92.72,9.74,-2.79
0.81,0.85,0.1,0.09,0.12,85.86,35.41,92.88,10.61,-3.01
0.8,0.84,0.1,0.1,0.12,86.33,35.42,93.05,10.25,-2.85
0.81,0.85,0.1,0.11,0.12,84.9,35.44,93.21,9.06,-2.83
0.83,0.87,0.1,0.13,0.12,84.63,35.45,93.38,8.22,-2.81
0.84,0.89,0.1,0.14,0.12,82.31,35.47,93.55,7.85,-2.78
0.84,0.88,0.1,0.15,0.12,82.37,35.48,93.71,7.65,-2.64
0.85,0.9,0.11,0.18,0.12,80.07,35.5,93.88,7.29,-2.12
0.85,0.9,0.1,0.2,0.12,80.57,35.51,94.04,7.68,-1.93
0.84,0.89,0.1,0.2,0.12,80.49,35.53,94.21,9.47,-1.82
0.81,0.86,0.1,0.18,0.12,82.04,35.54,94.38,10.99,-1.95
0.8,0.85,0.1,0.16,0.12,81.41,35.55,94.54,10.64,-1.99
0.8,0.84,0.1,0.15,0.12,80.93,35.57,94.71,9.64,-1.63
0.79,0.84,0.1,0.14,0.12,80.81,35.58,94.88,9.21,-1.75
0.78,0.82,0.1,0.14,0.12,82.49,35.59,95.04,9.01,-1.67
0.77,0.81,0.09,0.13,0.12,83.07,35.61,95.21,9.23,-1.17
0.76,0.8,0.09,0.13,0.12,83.08,35.62,95.37,9.38,-0.8
0.75,0.79,0.09,0.12,0.12,83.51,35.63,95.54,8.98,-0.92
